workflow,quality,method,query_id,execution_cost,network_cost,storage_cost,total_breakdown_cost
workflow1,Q2,greedy,workflow1_Q2_q0452,2.652665919276872,0.009324706103043477,0.008306799424561447,2.6702974248044766
workflow1,Q2,greedy,workflow1_Q2_q0453,1.8923652739589856,0.006431316093176609,0.005653658944176691,1.9044502489963389
workflow1,Q2,greedy,workflow1_Q2_q0454,8.688204603051394,0.03327064954067802,0.029346963010341787,8.750822215602414
workflow1,Q2,greedy,workflow1_Q2_q0455,1.9463236769344028,0.007232303277592643,0.006423612464082798,1.9599795926760784
workflow1,Q2,greedy,workflow1_Q2_q0456,10.47523214702364,0.03326444972785105,0.029531940123828312,10.538028536875318
workflow1,Q2,greedy,workflow1_Q2_q0457,8.256688696044947,0.02649784478882373,0.023526469084890308,8.30671300991866
workflow1,Q2,greedy,workflow1_Q2_q0458,6.109139317961124,0.02242335552249048,0.019899852884514256,6.151462526368129
workflow1,Q2,greedy,workflow1_Q2_q0459,6.786044857451904,0.023945306262620824,0.02096411699427912,6.830954280708804
workflow1,Q2,greedy,workflow1_Q2_q0460,3.64160199053387,0.012541441923002255,0.010545845006026853,3.6646892774628994
workflow1,Q2,greedy,workflow1_Q2_q0461,6.624799056034333,0.022101155495657804,0.020060635915561793,6.666960847445552
workflow1,Q2,greedy,workflow1_Q2_q0462,2.1099464676035087,0.006868218059897477,0.006159010491214527,2.1229736961546206
workflow1,Q2,greedy,workflow1_Q2_q0463,9.49638584936434,0.03149429243062166,0.02886581639336922,9.556745958188332
workflow1,Q2,greedy,workflow1_Q2_q0464,3.2702188773393295,0.01110872751949196,0.009643792710328834,3.2909713975691504
workflow1,Q2,greedy,workflow1_Q2_q0465,2.3629328401974687,0.009439643685297448,0.008233118617077923,2.3806056024998443
workflow1,Q2,greedy,workflow1_Q2_q0466,6.732996672230195,0.02502685762462295,0.02202587251172051,6.780049402366539
workflow1,Q2,greedy,workflow1_Q2_q0467,7.435301126782382,0.023298323996007075,0.02037256982627605,7.478972020604665
workflow1,Q2,greedy,workflow1_Q2_q0468,4.474306848518902,0.016084572381747497,0.014164757224395433,4.5045561781250445
workflow1,Q2,greedy,workflow1_Q2_q0469,6.562519386621136,0.022231581253508145,0.019643877716412437,6.604394845591057
workflow1,Q2,greedy,workflow1_Q2_q0470,1.8390327120962011,0.005927227899551406,0.005336156786658658,1.8502960967824111
workflow1,Q2,greedy,workflow1_Q2_q0471,7.104989087442244,0.02317276289356006,0.020875963036482842,7.149037813372287
workflow1,Q2,greedy,workflow1_Q2_q0472,2.9160146394059843,0.009773252801940066,0.008697811551860389,2.9344857037597847
workflow1,Q2,greedy,workflow1_Q2_q0473,2.720673809046663,0.009999240712595198,0.008766595999937512,2.739439645759196
workflow1,Q2,greedy,workflow1_Q2_q0474,1.7766812593242676,0.005896593709850169,0.0054161782251263176,1.787994031259244
workflow1,Q2,greedy,workflow1_Q2_q0475,3.390618004570226,0.012169672096586946,0.010569030671030391,3.4133567073378432
workflow1,Q2,greedy,workflow1_Q2_q0476,3.2858784794033555,0.01185007685870553,0.010532098623612984,3.308260654885674
workflow1,Q2,greedy,workflow1_Q2_q0477,4.514056738067573,0.015927529348112805,0.014249296721528104,4.544233564137214
workflow1,Q2,greedy,workflow1_Q2_q0478,2.054412288620131,0.006959761644742537,0.006271381806390553,2.067643432071264
workflow1,Q2,greedy,workflow1_Q2_q0479,2.0007758033560448,0.00697090813389813,0.006348869356241037,2.0140955808461842
workflow1,Q2,greedy,workflow1_Q2_q0480,5.441284600123614,0.019359000812493116,0.016902328456908186,5.477545929393015
workflow1,Q2,greedy,workflow1_Q2_q0481,1.4949076666247294,0.0049480598200766605,0.004410733282881976,1.504266459727688
workflow1,Q2,greedy,workflow1_Q2_q0482,7.252430386012403,0.023732488912871736,0.021347138030735208,7.2975100129560095
workflow1,Q2,greedy,workflow1_Q2_q0483,8.950025546291688,0.03266880123076799,0.0290641814922991,9.011758529014754
workflow1,Q2,greedy,workflow1_Q2_q0484,4.646187743434093,0.01556494572867709,0.013426860685252633,4.675179549848023
workflow1,Q2,greedy,workflow1_Q2_q0485,9.909206668701238,0.031096922481098146,0.027767437408751455,9.968071028591087
workflow1,Q2,greedy,workflow1_Q2_q0486,1.1772302046662166,0.003941822961860773,0.003486688913534723,1.1846587165416123
workflow1,Q2,greedy,workflow1_Q2_q0487,0.5824244030153897,0.0020468860744181764,0.0018121046747089373,0.5862833937645168
workflow1,Q2,greedy,workflow1_Q2_q0488,6.877886023496532,0.025567159688140453,0.022336531466249986,6.925789714650922
workflow1,Q2,greedy,workflow1_Q2_q0489,7.063386004076387,0.0264425989047371,0.023531101673860674,7.113359704654984
workflow1,Q2,greedy,workflow1_Q2_q0490,8.40145408235364,0.029437703817330144,0.02601466664796879,8.456906452818938
workflow1,Q2,greedy,workflow1_Q2_q0491,0.7440430788659994,0.002535620197015008,0.0022315089271990624,0.7488102079902135
workflow1,Q2,greedy,workflow1_Q2_q0492,8.0730006222852,0.02705107750826412,0.02401248823104791,8.124064188024512
workflow1,Q2,greedy,workflow1_Q2_q0493,3.915751255226746,0.013332396829243474,0.01190140138914691,3.9409850534451363
workflow1,Q2,greedy,workflow1_Q2_q0494,2.9858756169287135,0.010907618237550008,0.009687882449421677,3.006471117615685
workflow1,Q2,greedy,workflow1_Q2_q0495,1.9999308497478765,0.0064941741612904134,0.005746512636155626,2.0121715365453223
workflow1,Q2,greedy,workflow1_Q2_q0496,10.646421415226955,0.03409061204472009,0.030635838475657692,10.711147865747332
workflow1,Q2,greedy,workflow1_Q2_q0497,0.824736973160151,0.0027963746407836288,0.0024388668883888794,0.8299722146893236
workflow1,Q2,greedy,workflow1_Q2_q0498,8.11560048404184,0.02839900707985841,0.025524222137416536,8.169523713259116
workflow1,Q2,greedy,workflow1_Q2_q0499,6.302365858791975,0.022372874833946718,0.019855991192656797,6.344594724818578
workflow1,Q2,greedy,workflow1_Q2_q0500,7.448023074520319,0.025482267299350988,0.022745829503479777,7.496251171323149
workflow1,Q2,greedy,workflow1_Q2_q0501,7.5652288166543125,0.025065954101341093,0.02204302899206848,7.6123377997477215
workflow1,Q2,greedy,workflow1_Q2_q0502,8.559514411959999,0.029400641547531633,0.026474117064153452,8.615389170571685
workflow1,Q2,greedy,workflow1_Q2_q0503,2.003023441326717,0.00695365745889041,0.006073129677403555,2.016050228463011
workflow1,Q2,greedy,workflow1_Q2_q0504,0.17319834894142264,0.0006009706073903032,0.0005375703026259192,0.17433688985143886
workflow1,Q2,greedy,workflow1_Q2_q0505,5.90069242658501,0.021145777519092843,0.018618582674291683,5.940456786778395
workflow1,Q2,greedy,workflow1_Q2_q0506,3.614551939933492,0.01265078130959959,0.011216269680401411,3.6384189909234927
workflow1,Q2,greedy,workflow1_Q2_q0507,1.6429439582817085,0.004813312405569998,0.004257205303861794,1.6520144759911404
workflow1,Q2,greedy,workflow1_Q2_q0508,1.964196842934602,0.006949575369075609,0.006143257828959883,1.9772896761326375
workflow1,Q2,greedy,workflow1_Q2_q0509,3.57261866592137,0.012210461583653208,0.010550715473486696,3.5953798429785095
workflow1,Q2,greedy,workflow1_Q2_q0510,0.8404288865423866,0.0029688170754162218,0.002637057177570448,0.8460347607953732
workflow1,Q2,greedy,workflow1_Q2_q0511,0.7253313935209148,0.0025336870144431114,0.0022343424858982004,0.7300994230212561
workflow1,Q2,greedy,workflow1_Q2_q0512,8.947356247340563,0.03166114171714844,0.028219127200581243,9.007236516258292
workflow1,Q2,greedy,workflow1_Q2_q0513,3.211517230631921,0.011193877437608597,0.00995290356023647,3.2326640116297662
workflow1,Q2,greedy,workflow1_Q2_q0514,9.174894557799542,0.03391490382276978,0.030221530453624933,9.239030992075937
workflow1,Q2,greedy,workflow1_Q2_q0515,10.156773702002724,0.034302606513762345,0.029691473548097525,10.220767782064584
workflow1,Q2,greedy,workflow1_Q2_q0516,1.5575407124213445,0.005443937652731632,0.004825225147784587,1.5678098752218605
workflow1,Q2,greedy,workflow1_Q2_q0517,7.351425131712096,0.025274858015708005,0.02214100428579421,7.398840994013598
workflow1,Q2,greedy,workflow1_Q2_q0518,6.438883691983002,0.02119748957542078,0.018687286739089332,6.478768468297512
workflow1,Q2,greedy,workflow1_Q2_q0519,6.711928479389103,0.02451554715876214,0.02140726629888894,6.757851292846754
workflow1,Q2,greedy,workflow1_Q2_q0520,1.0858367386374164,0.003823574754691693,0.0034219167755674363,1.0930822301676755
workflow1,Q2,greedy,workflow1_Q2_q0521,2.0624814672093352,0.006963968368964061,0.006215823479515202,2.0756612590578145
workflow1,Q2,greedy,workflow1_Q2_q0522,0.9599169711026218,0.0031656817527235233,0.002830602134028352,0.9659132549893735
workflow1,Q2,greedy,workflow1_Q2_q0523,6.223164831924084,0.020756199726159767,0.018782298900912833,6.262703330551156
workflow1,Q2,greedy,workflow1_Q2_q0524,10.320724404489852,0.03355455700463401,0.03034850818890521,10.38462746968339
workflow1,Q2,greedy,workflow1_Q2_q0525,6.634331642097789,0.0237493571155599,0.02084146960468772,6.678922468818036
workflow1,Q2,greedy,workflow1_Q2_q0526,6.953369443686466,0.024857548961684958,0.022012222898566188,7.000239215546717
workflow1,Q2,greedy,workflow1_Q2_q0527,9.929517917071092,0.03366059174455251,0.030289547571393554,9.993468056387039
workflow1,Q2,greedy,workflow1_Q2_q0528,6.718408298502234,0.023893302826975393,0.021023169109050936,6.76332477043826
workflow1,Q2,greedy,workflow1_Q2_q0529,0.5692549311828202,0.001988766822207251,0.0017285068665875815,0.572972204871615
workflow1,Q2,greedy,workflow1_Q2_q0530,8.98564988335494,0.02923429765988652,0.02672882526353801,9.041613006278364
workflow1,Q2,greedy,workflow1_Q2_q0531,3.5558539829233076,0.01281558629566548,0.011541447664401303,3.5802110168833745
workflow1,Q2,greedy,workflow1_Q2_q0532,0.1989061313043922,0.0007184978947983896,0.0006445842471600821,0.20026921344635065
workflow1,Q2,greedy,workflow1_Q2_q0533,5.027802231561524,0.017680637819724086,0.0158535441606131,5.061336413541862
workflow1,Q2,greedy,workflow1_Q2_q0534,8.709293785084549,0.032224347434416524,0.028852340180208866,8.770370472699174
workflow1,Q2,greedy,workflow1_Q2_q0535,2.5339069308221,0.009414603378122277,0.008297022464186876,2.5516185566644087
workflow1,Q2,greedy,workflow1_Q2_q0536,5.101036472404815,0.016822705308176186,0.0153748133812104,5.133233991094202
workflow1,Q2,greedy,workflow1_Q2_q0537,1.748732996393282,0.0064051924574172955,0.0057680714462670256,1.7609062602969665
workflow1,Q2,greedy,workflow1_Q2_q0538,0.7099794127361839,0.0025060463711548573,0.002257368681907964,0.7147428277892467
workflow1,Q2,greedy,workflow1_Q2_q0539,1.0101753755066962,0.003286422107795921,0.0029486392261338502,1.016410436840626
workflow1,Q2,greedy,workflow1_Q2_q0540,7.058315743158514,0.0250456862516663,0.022500030178881955,7.105861459589062
workflow1,Q2,greedy,workflow1_Q2_q0541,8.977928258740267,0.029667415589707476,0.026645552915974778,9.03424122724595
workflow1,Q2,greedy,workflow1_Q2_q0542,1.5797567199017133,0.005576484848879746,0.004848323870682439,1.5901815286212755
workflow1,Q2,greedy,workflow1_Q2_q0543,3.1210937526442692,0.010549076507201076,0.009235191771704863,3.1408780209231755
workflow1,Q2,greedy,workflow1_Q2_q0544,1.9932457875426142,0.007301926303749479,0.006412664347448287,2.0069603781938117
workflow1,Q2,greedy,workflow1_Q2_q0545,0.44220253967038475,0.0014762373340218777,0.001324840676165176,0.4450036176805718
workflow1,Q2,greedy,workflow1_Q2_q0546,5.141221073646334,0.01956773032284751,0.01725399706304332,5.178042801032225
workflow1,Q2,greedy,workflow1_Q2_q0547,7.216697070799634,0.0244379220357127,0.021683939400611873,7.262818932235958
workflow1,Q2,greedy,workflow1_Q2_q0548,7.01519441904964,0.023078348412394378,0.020113938336929427,7.058386705798963
workflow1,Q2,greedy,workflow1_Q2_q0549,3.840227481640578,0.013809705556979484,0.012250505975643944,3.8662876931732018
workflow1,Q2,greedy,workflow1_Q2_q0550,5.850017965556183,0.019483745229194185,0.017300525791473387,5.88680223657685
workflow1,Q2,greedy,workflow1_Q2_q0551,1.0667976418336367,0.003785032599829606,0.0033589791718390506,1.0739416536053055
workflow1,Q2,greedy,workflow1_Q2_q0552,1.7055780471652684,0.005887629929047522,0.005180561270489848,1.7166462383648058
workflow1,Q2,greedy,workflow1_Q2_q0553,9.212428888511704,0.03302906623728683,0.02870447121856155,9.274162425967553
workflow1,Q2,greedy,workflow1_Q2_q0554,7.222063764334588,0.02676794571391394,0.023548970165600827,7.272380680214103
workflow1,Q2,greedy,workflow1_Q2_q0555,8.990046468356724,0.03139226536384589,0.028417130730037852,9.049855864450608
workflow1,Q2,greedy,workflow1_Q2_q0556,9.192491463270198,0.032146291918138524,0.028243593209967183,9.252881348398304
workflow1,Q2,greedy,workflow1_Q2_q0557,6.66465532253237,0.022321229191383258,0.020151536462953742,6.707128088186707
workflow1,Q2,greedy,workflow1_Q2_q0558,9.263156688362116,0.03214994556914807,0.028589262029856212,9.32389589596112
workflow1,Q2,greedy,workflow1_Q2_q0559,4.4592084829901975,0.01452033770227385,0.013114520224862087,4.486843340917334
workflow1,Q2,greedy,workflow1_Q2_q0560,0.2176401454778433,0.0007014347174953317,0.0006220682317753542,0.218963648427114
workflow1,Q2,greedy,workflow1_Q2_q0561,0.7405635812042088,0.0027633333543157267,0.0024058469915236246,0.7457327615500482
workflow1,Q2,greedy,workflow1_Q2_q0562,1.3440837611404326,0.004266418851010498,0.0038240251957848436,1.3521742051872279
workflow1,Q2,greedy,workflow1_Q2_q0563,1.1545124019172661,0.00381762438360161,0.0033968297374996474,1.1617268560383673
workflow1,Q2,greedy,workflow1_Q2_q0564,3.462339994340856,0.012533185452825559,0.011150579108975196,3.4860237589026566
workflow1,Q2,greedy,workflow1_Q2_q0565,7.149191530389407,0.02416426283238043,0.021721508714130828,7.195077301935918
workflow1,Q2,greedy,workflow1_Q2_q0566,7.382587348056887,0.028001772202458558,0.024432818965734186,7.43502193922508
workflow1,Q2,greedy,workflow1_Q2_q0567,5.901807643067704,0.021184245797987195,0.018370323122836776,5.941362211988528
workflow1,Q2,greedy,workflow1_Q2_q0568,1.582528437042612,0.005625388848916181,0.004942628411787437,1.5930964543033157
workflow1,Q2,greedy,workflow1_Q2_q0569,7.364863756927792,0.026991394903314387,0.023144394727602564,7.414999546558709
workflow1,Q2,greedy,workflow1_Q2_q0570,3.592192771523218,0.012751068923485789,0.011245485318949327,3.616189325765653
workflow1,Q2,greedy,workflow1_Q2_q0571,0.3332395471446894,0.0010063444193683568,0.0009055636189667218,0.33515145518302447
workflow1,Q2,greedy,workflow1_Q2_q0572,2.7305999619520778,0.010016185003647761,0.008998593689886807,2.749614740645612
workflow1,Q2,greedy,workflow1_Q2_q0573,3.37314605586586,0.01203433863473131,0.01051453459288818,3.3956949290934797
workflow1,Q2,greedy,workflow1_Q2_q0574,2.894413844556625,0.009951748985259863,0.0088083138811495,2.913173907423035
workflow1,Q2,greedy,workflow1_Q2_q0575,7.975372972643157,0.028483153655937753,0.025072358461008346,8.028928484760103
workflow1,Q2,greedy,workflow1_Q2_q0576,7.6612486549938765,0.026757837560554255,0.023501669006499047,7.711508161560929
workflow1,Q2,greedy,workflow1_Q2_q0577,7.254555214995016,0.023902253655329653,0.021547839986224594,7.30000530863657
workflow1,Q2,greedy,workflow1_Q2_q0578,1.4195021518416684,0.005346353323419718,0.00471757569605395,1.4295660808611421
workflow1,Q2,greedy,workflow1_Q2_q0579,8.415665351048412,0.028664763739220583,0.024953569040901104,8.469283683828534
workflow1,Q2,greedy,workflow1_Q2_q0580,6.8691187721619436,0.024020271124062256,0.020999478595639668,6.914138521881645
workflow1,Q2,greedy,workflow1_Q2_q0581,1.9899596001525715,0.007113179486819106,0.006405018467622147,2.0034777981070127
workflow1,Q2,greedy,workflow1_Q2_q0582,6.52860701805635,0.022305211884682482,0.02011249552342355,6.571024725464456
workflow1,Q2,greedy,workflow1_Q2_q0583,5.0570653688893215,0.017598203606698604,0.015143371097159632,5.089806943593179
workflow1,Q2,greedy,workflow1_Q2_q0584,4.346727020658164,0.01571096524843585,0.013803669030277504,4.3762416549368774
workflow1,Q2,greedy,workflow1_Q2_q0585,1.2244678685081796,0.004395733536659643,0.00390412131751483,1.232767723362354
workflow1,Q2,greedy,workflow1_Q2_q0586,5.3907145696303465,0.018448404163563286,0.016192390532850286,5.4253553643267605
workflow1,Q2,greedy,workflow1_Q2_q0587,1.1375206824519635,0.00391112323870835,0.0035346660598691132,1.144966471750541
workflow1,Q2,greedy,workflow1_Q2_q0588,1.931670685337828,0.006198935270710185,0.005481261584506625,1.9433508821930447
workflow1,Q2,greedy,workflow1_Q2_q0589,1.4195837354287675,0.005152630838981054,0.00452249379951658,1.429258860067265
workflow1,Q2,greedy,workflow1_Q2_q0590,10.392131473826227,0.032944820971761726,0.029371106558842893,10.454447401356832
workflow1,Q2,greedy,workflow1_Q2_q0591,2.953429400409385,0.010161013896459887,0.009127957029996789,2.972718371335842
workflow1,Q2,greedy,workflow1_Q2_q0592,3.5419085047272922,0.01243495808682598,0.011254312417773511,3.565597775231892
workflow1,Q2,greedy,workflow1_Q2_q0593,3.2905481063291346,0.011369503870821576,0.010253057291147914,3.3121706674911042
workflow1,Q2,greedy,workflow1_Q2_q0594,8.874780886714094,0.030898279741154316,0.027679887654965776,8.933359054110213
workflow1,Q2,greedy,workflow1_Q2_q0595,5.613458661360629,0.019694803840777562,0.01754047965787205,5.650693944859278
workflow1,Q2,greedy,workflow1_Q2_q0596,9.179141111603126,0.03260989399461509,0.02832242219359406,9.240073427791335
workflow1,Q2,greedy,workflow1_Q2_q0597,3.1432662759301273,0.010880758780117385,0.009585591479846858,3.1637326261900913
workflow1,Q2,greedy,workflow1_Q2_q0598,1.2368640177809445,0.004467016751431751,0.0039859121344500495,1.2453169466668264
workflow1,Q2,greedy,workflow1_Q2_q0599,5.647047522602241,0.01970510382525456,0.01733884810248019,5.684091474529976
workflow1,Q2,greedy,workflow1_Q2_q0600,3.6697360443262346,0.012455462220532404,0.010965485414141137,3.693156991960908
workflow1,Q2,greedy,workflow1_Q2_q0601,7.930297231462552,0.02781659682380788,0.024767714883873845,7.982881543170233
workflow1,Q2,greedy,workflow1_Q2_q0602,9.61064588000464,0.030173880029603112,0.027109793142264804,9.667929553176506
workflow1,Q2,greedy,workflow1_Q2_q0603,4.916321596785779,0.01628599831036162,0.014803039998692756,4.947410635094833
workflow1,Q2,greedy,workflow1_Q2_q0604,9.999463526896541,0.03389637131371116,0.02989645784730972,10.063256356057561
workflow1,Q2,greedy,workflow1_Q2_q0605,5.778138836475008,0.018907815280019124,0.017234969423629995,5.814281621178656
workflow1,Q2,greedy,workflow1_Q2_q0606,2.8180548413355213,0.009721230706870577,0.008706535807652266,2.836482607850044
workflow1,Q2,greedy,workflow1_Q2_q0607,4.627228339907746,0.01739615097878143,0.015304623447258659,4.659929114333786
workflow1,Q2,greedy,workflow1_Q2_q0608,0.52350102662304,0.0018677192825400605,0.0016414174723222632,0.5270101633779023
workflow1,Q2,greedy,workflow1_Q2_q0609,7.90672118101782,0.027986925713795973,0.024832064094933406,7.95954017082655
workflow1,Q2,greedy,workflow1_Q2_q0610,1.1235998196285548,0.004073325550444619,0.0035812491016960508,1.1312543942806954
workflow1,Q2,greedy,workflow1_Q2_q0611,3.4920776702548357,0.011111975694298235,0.009851850080162055,3.513041496029296
workflow1,Q2,greedy,workflow1_Q2_q0612,5.678337183984679,0.020165537466666078,0.017615525614245644,5.716118247065591
workflow1,Q2,greedy,workflow1_Q2_q0613,0.5927538113280238,0.002019168581453585,0.0018123497742615665,0.596585329683739
workflow1,Q2,greedy,workflow1_Q2_q0614,0.9882225741345505,0.003242125127090862,0.0029114653561897004,0.9943761646178311
workflow1,Q2,greedy,workflow1_Q2_q0615,7.213639335916719,0.023910850689068185,0.021564831217520095,7.259115017823308
workflow1,Q2,greedy,workflow1_Q2_q0616,0.8473129562559314,0.0031212764671417646,0.0026847561869722957,0.8531189889100455
workflow1,Q2,greedy,workflow1_Q2_q0617,4.741718541101864,0.016759799298822806,0.014942624367153148,4.7734209647678405
workflow1,Q2,greedy,workflow1_Q2_q0618,3.6894206960750666,0.012168938677598473,0.010758022067895261,3.71234765682056
workflow1,Q2,greedy,workflow1_Q2_q0619,2.6783208484316274,0.008502171527739966,0.007413171015494957,2.694236190974862
workflow1,Q2,greedy,workflow1_Q2_q0620,1.8871218437090929,0.0071448633848263535,0.006224153236786621,1.9004908603307058
workflow1,Q2,greedy,workflow1_Q2_q0621,7.371910256261596,0.026808556953945777,0.023606315595706407,7.422325128811248
workflow1,Q2,greedy,workflow1_Q2_q0622,9.431311762799275,0.03316174778861679,0.02929635688316274,9.493769867471055
workflow1,Q2,greedy,workflow1_Q2_q0623,1.588108459985277,0.005398890148688705,0.0047532697704379115,1.5982606199044038
workflow1,Q2,greedy,workflow1_Q2_q0624,9.941615727066532,0.03302618957506589,0.02953846236595809,10.004180379007556
workflow1,Q2,greedy,workflow1_Q2_q0625,6.105617097037584,0.021429993053301545,0.018508870472651637,6.145555960563537
workflow1,Q2,greedy,workflow1_Q2_q0626,6.707333179436561,0.02244310969781298,0.019921569449854026,6.749697858584228
workflow1,Q2,greedy,workflow1_Q2_q0627,7.314684818942026,0.0248616106875069,0.02198736238468893,7.361533792014222
workflow1,Q2,greedy,workflow1_Q2_q0628,6.932952882678597,0.024365761981919167,0.021808615368662663,6.979127260029179
workflow1,Q2,greedy,workflow1_Q2_q0629,8.031071537775308,0.028477241066418232,0.025309772188833773,8.08485855103056
workflow1,Q2,greedy,workflow1_Q2_q0630,5.113732993521348,0.01669471734891717,0.015132982228848173,5.145560693099113
workflow1,Q2,greedy,workflow1_Q2_q0631,5.114471960313199,0.01878786716881278,0.016645900685024282,5.1499057281670355
workflow1,Q2,greedy,workflow1_Q2_q0632,3.1050834158709106,0.011583782917919727,0.010307387841785715,3.1269745866306162
workflow1,Q2,greedy,workflow1_Q2_q0633,1.1855833741898665,0.004188651093031275,0.00369673160971021,1.1934687568926081
workflow1,Q2,greedy,workflow1_Q2_q0634,6.4026400811300395,0.0232174625079704,0.020616419854000364,6.44647396349201
workflow1,Q2,greedy,workflow1_Q2_q0635,0.506128426887158,0.0016774351663752416,0.001528847699307538,0.5093347097528407
workflow1,Q2,greedy,workflow1_Q2_q0636,2.9766805529275846,0.009837701764426443,0.008848715482448281,2.995366970174459
workflow1,Q2,greedy,workflow1_Q2_q0637,1.064709235326108,0.003731397311305269,0.003362339892525061,1.0718029725299385
workflow1,Q2,greedy,workflow1_Q2_q0638,2.062559139252059,0.0071966337044576546,0.006282964199475165,2.076038737155992
workflow1,Q2,greedy,workflow1_Q2_q0639,6.718807821570506,0.021963781558244647,0.019829139094284413,6.760600742223034
workflow1,Q2,greedy,workflow1_Q2_q0640,6.84390446291709,0.02209147480666037,0.01952381850488816,6.885519756228638
workflow1,Q2,greedy,workflow1_Q2_q0641,4.100799788290263,0.01453910210063973,0.013244741136067875,4.12858363152697
workflow1,Q2,greedy,workflow1_Q2_q0642,1.0424573037855795,0.0036288171075260435,0.003239961195684627,1.0493260820887902
workflow1,Q2,greedy,workflow1_Q2_q0643,4.071281444074484,0.015082496873338451,0.013618567600589701,4.099982508548412
workflow1,Q2,greedy,workflow1_Q2_q0644,3.6284075228664276,0.012970061531380807,0.011186199190582103,3.652563783588391
workflow1,Q2,greedy,workflow1_Q2_q0645,7.263416751489558,0.025531306923463934,0.022309073267179312,7.3112571316802
workflow1,Q2,greedy,workflow1_Q2_q0646,5.799792402832992,0.020512144391270148,0.01802897269260641,5.838333519916869
workflow1,Q2,greedy,workflow1_Q2_q0647,5.1337002889435155,0.017165709631746278,0.015379846098020533,5.166245844673282
workflow1,Q2,greedy,workflow1_Q2_q0648,5.274178572525243,0.01725099478391469,0.015243704489550185,5.306673271798708
workflow1,Q2,greedy,workflow1_Q2_q0649,9.426561130737882,0.03372696475390795,0.029743236176771725,9.490031331668563
workflow1,Q2,greedy,workflow1_Q2_q0650,7.106878426159514,0.026842850722352575,0.023393792758485153,7.157115069640351
workflow1,Q2,greedy,workflow1_Q2_q0651,5.082454489626619,0.017287432922152443,0.015542971880311831,5.115284894429084
workflow1,Q2,greedy,workflow1_Q2_q0652,5.074678047811386,0.016671637693627755,0.015005787382094933,5.106355472887109
workflow1,Q2,greedy,workflow1_Q2_q0653,0.44361679533110293,0.001474184059716571,0.0013135562039109136,0.4464045355947304
workflow1,Q2,greedy,workflow1_Q2_q0654,9.417450383540753,0.033336867964262974,0.02902800006987135,9.479815251574887
workflow1,Q2,greedy,workflow1_Q2_q0655,3.351456987331427,0.011562430892643447,0.01016809650537984,3.3731875147294503
workflow1,Q2,greedy,workflow1_Q2_q0656,2.4969099337612644,0.009240211719193552,0.0082536443485993,2.514403789829057
workflow1,Q2,greedy,workflow1_Q2_q0657,10.264425541389839,0.03368599437252771,0.030733122038135198,10.328844657800502
workflow1,Q2,greedy,workflow1_Q2_q0658,7.388436041125441,0.024460069711875768,0.02224538156544909,7.435141492402766
workflow1,Q2,greedy,workflow1_Q2_q0659,0.637865425987877,0.002124337012414458,0.0019446477354507483,0.6419344107357422
workflow1,Q2,greedy,workflow1_Q2_q0660,0.8296567276992848,0.002674712187591916,0.0023844716083111822,0.834715911495188
workflow1,Q2,greedy,workflow1_Q2_q0661,0.4345893372793121,0.0014506442297742518,0.0012840873196878035,0.43732406882877417
workflow1,Q2,greedy,workflow1_Q2_q0662,5.96197077767768,0.02100097276485458,0.01864972431583031,6.001621474758364
workflow1,Q2,greedy,workflow1_Q2_q0663,0.8578972520196281,0.0030080452690532133,0.002677260112245424,0.8635825574009267
workflow1,Q2,greedy,workflow1_Q2_q0664,8.767999639940522,0.03173166330506801,0.02873894000040817,8.828470243245999
workflow1,Q2,greedy,workflow1_Q2_q0665,9.076540711286016,0.032765698645822225,0.028854649882401353,9.138161059814239
workflow1,Q2,greedy,workflow1_Q2_q0666,5.595956526046604,0.019408928657355006,0.01703189028125358,5.632397344985212
workflow1,Q2,greedy,workflow1_Q2_q0667,6.069899516129242,0.021352969357485686,0.01916222269149304,6.110414708178221
workflow1,Q2,greedy,workflow1_Q2_q0668,3.038854484951399,0.010480110944750072,0.00934139834892355,3.058675994245073
workflow1,Q2,greedy,workflow1_Q2_q0669,0.7756812923750295,0.002734765072771448,0.002447471468273347,0.7808635289160744
workflow1,Q2,greedy,workflow1_Q2_q0670,7.5231522986554795,0.025659520390504575,0.022818773689889736,7.5716305927358745
workflow1,Q2,greedy,workflow1_Q2_q0671,1.2442314889624002,0.004075371029354417,0.0035917936999566484,1.2518986536917112
workflow1,Q2,greedy,workflow1_Q2_q0672,0.9876234513809129,0.003413762133301825,0.003099805423115995,0.9941370189373306
workflow1,Q2,greedy,workflow1_Q2_q0673,3.1290660709037637,0.011344919583391053,0.009928109862579226,3.150339100349734
workflow1,Q2,greedy,workflow1_Q2_q0674,0.27139462818190696,0.0010017787531988336,0.0008897232889363793,0.2732861302240422
workflow1,Q2,greedy,workflow1_Q2_q0675,4.337049969787942,0.015787228865327865,0.013645515519952682,4.366482714173222
workflow1,Q2,greedy,workflow1_Q2_q0676,7.548783960699384,0.024455087157741393,0.021916165066122862,7.595155212923248
workflow1,Q2,greedy,workflow1_Q2_q0677,8.388048109239,0.028970999095593135,0.024762785006656327,8.441781893341249
workflow1,Q2,greedy,workflow1_Q2_q0678,6.387156222911058,0.020881667126620155,0.0187887593131033,6.42682664935078
workflow1,Q2,greedy,workflow1_Q2_q0679,8.688971531473788,0.029339377569348568,0.02612785774192239,8.74443876678506
